ID_PATROCINIO;IN_ATIVO;ID_PLANO;DT_INICIO_PATROCINIO;DT_FIM_PATROCINIO;DT_BASE_RETIRADA;DT_APROVACAO_CONV_ADESAO;DT_INI_VIGENCIA_CONV_ADESAO;DT_FIM_VIGENCIA_CONV_ADESAO;IN_PJ_NACIONAL;NU_CNPJ;NM_RAZAO_SOCIAL;NU_CNPB
39979;Sim;7687;2022-06-14 00:00:00.0000000;;;2022-06-14 00:00:00.0000000;2022-06-14 00:00:00.0000000;;Sim;076.402.8820.001-83;MUNICIPIO DE JANIOPOLIS;2021003019
39980;Sim;7687;2022-06-14 00:00:00.0000000;;;2022-06-14 00:00:00.0000000;2022-06-14 00:00:00.0000000;;Sim;044.723.6740.001-90;MUNICIPIO DE CAPIVARI;2021003019
39981;Sim;7687;2022-06-14 00:00:00.0000000;;;2022-06-14 00:00:00.0000000;2022-06-14 00:00:00.0000000;;Sim;076.288.7600.001-08;MUNICIPIO DE ROLANDIA;2021003019
40057;Sim;7687;2022-06-21 00:00:00.0000000;;;2022-06-21 00:00:00.0000000;2022-06-21 00:00:00.0000000;;Sim;047.842.8360.001-05;MUNICIPIO DE FERNANDOPOLIS;2021003019
40058;Sim;7687;2022-06-21 00:00:00.0000000;;;2022-06-21 00:00:00.0000000;2022-06-21 00:00:00.0000000;;Sim;083.102.5090.001-72;MUNICIPIO DE MAFRA;2021003019
40059;Sim;7687;2022-06-21 00:00:00.0000000;;;2022-06-21 00:00:00.0000000;2022-06-21 00:00:00.0000000;;Sim;088.254.8750.001-60;MUNICIPIO DE NOVO HAMBURGO;2021003019
40060;Sim;7687;2022-06-21 00:00:00.0000000;;;2022-06-21 00:00:00.0000000;2022-06-21 00:00:00.0000000;;Sim;003.238.8880.001-93;MUNICIPIO DE NOVO HORIZONTE DO NORTE;2021003019
40335;Sim;7687;2022-07-05 00:00:00.0000000;;;2022-07-05 00:00:00.0000000;2022-07-05 00:00:00.0000000;;Sim;008.086.6620.001-38;MUNICIPIO DE JARDIM DO SERIDO;2021003019
40336;Sim;7687;2022-10-04 00:00:00.0000000;;;2022-10-04 00:00:00.0000000;2022-10-04 00:00:00.0000000;;Sim;083.102.2770.001-52;MUNICIPIO DE ITAJAI;2021003019
40537;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;024.950.4610.001-93;MUNICIPIO DE JURUENA;2021003019
40538;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;004.213.6870.001-02;MUNICIPIO DE COLNIZA;2021003019
40539;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;076.460.5260.001-16;MUNICIPIO DE PLANALTO;2021003019
40540;Sim;7687;2022-07-19 00:00:00.0000000;;;2022-07-19 00:00:00.0000000;2022-07-19 00:00:00.0000000;;Sim;088.363.1890.001-28;MUNICIPIO DE TRIUNFO;2021003019
40915;Sim;7687;2022-09-15 00:00:00.0000000;;;2022-09-15 00:00:00.0000000;2022-09-15 00:00:00.0000000;;Sim;003.533.0640.001-46;MUNICIPIO DE CUIABA;2021003019
41336;Sim;7687;2022-09-02 00:00:00.0000000;;;2022-09-02 00:00:00.0000000;2022-09-02 00:00:00.0000000;;Sim;027.167.3450.001-90;MUNICIPIO DE MANTENOPOLIS;2021003019
41337;Sim;7687;2022-09-02 00:00:00.0000000;;;2022-09-02 00:00:00.0000000;2022-09-02 00:00:00.0000000;;Sim;015.023.8980.001-90;MUNICIPIO DE AGUA BOA;2021003019
41338;Sim;7687;2023-01-30 00:00:00.0000000;;;2023-01-30 00:00:00.0000000;2023-01-30 00:00:00.0000000;;Sim;024.740.2680.001-28;MUNICIPIO DE PORTO ESTRELA;2021003019
41575;Sim;7687;2022-09-13 00:00:00.0000000;;;2022-09-13 00:00:00.0000000;2022-09-13 00:00:00.0000000;;Sim;008.993.9170.001-46;MUNICIPIO DE CAMPINA GRANDE;2021003019
41576;Sim;7687;2022-09-13 00:00:00.0000000;;;2022-09-13 00:00:00.0000000;2022-09-13 00:00:00.0000000;;Sim;015.023.9890.001-26;MUNICIPIO DE PONTES E LACERDA;2021003019
42815;Sim;7687;2022-11-29 00:00:00.0000000;;;2022-11-29 00:00:00.0000000;2022-11-29 00:00:00.0000000;;Sim;005.193.0570.001-78;MUNICIPIO DE PARAGOMINAS;2021003019
43175;Sim;7687;2022-12-20 00:00:00.0000000;;;2022-12-20 00:00:00.0000000;2022-12-20 00:00:00.0000000;;Sim;001.612.5090.001-58;MUNICIPIO DE SARZEDO;2021003019
43255;Sim;7687;2022-12-23 00:00:00.0000000;;;2022-12-23 00:00:00.0000000;2022-12-23 00:00:00.0000000;;Sim;025.107.5250.001-51;MUNICIPIO DE SENADOR CANEDO;2021003019
43261;Sim;7687;2022-12-23 00:00:00.0000000;;;2022-12-23 00:00:00.0000000;2022-12-23 00:00:00.0000000;;Sim;045.780.0870.001-03;MUNICIPIO DE VARZEA PAULISTA;2021003019
43262;Sim;7687;2023-02-13 00:00:00.0000000;;;2023-02-13 00:00:00.0000000;2023-02-13 00:00:00.0000000;;Sim;005.853.1630.001-30;MUNICIPIO DE MARABA;2021003019
43515;Sim;7687;2023-01-30 00:00:00.0000000;;;2023-01-30 00:00:00.0000000;2023-01-30 00:00:00.0000000;;Sim;003.507.5550.001-12;MUNICIPIO DE SANTO ANTONIO DO LEVERGER;2021003019
38295;Sim;7687;2022-02-09 00:00:00.0000000;;;2022-02-09 00:00:00.0000000;2022-02-09 00:00:00.0000000;;Sim;082.916.8000.001-11;MUNICIPIO DE ICARA;2021003019
38535;Sim;7687;2022-02-22 00:00:00.0000000;;;2022-02-22 00:00:00.0000000;2022-02-22 00:00:00.0000000;;Sim;024.950.4950.001-88;MUNICIPIO DE CAMPO VERDE;2021003019
39395;Sim;7687;2023-09-27 00:00:00.0000000;;;2023-09-27 00:00:00.0000000;2023-09-27 00:00:00.0000000;;Sim;088.594.9990.001-95;MUNICIPIO DE GARIBALDI;2021003019
40235;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;046.482.8400.001-39;MUNICIPIO DE CARAGUATATUBA;2021003019
40375;Sim;7687;2022-07-06 00:00:00.0000000;;;2022-07-06 00:00:00.0000000;2022-07-06 00:00:00.0000000;;Sim;006.554.4300.001-31;MUNICIPIO DE PARNAIBA;2021003019
40735;Sim;7687;2022-08-01 00:00:00.0000000;;;2022-08-01 00:00:00.0000000;2022-08-01 00:00:00.0000000;;Sim;001.603.7190.001-80;MUNICIPIO DE FOZ DO JORDAO;2021003019
40955;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;015.023.9480.001-30;MUNICIPIO DE JAURU;2021003019
40957;Sim;7687;2023-01-21 00:00:00.0000000;;;2023-01-21 00:00:00.0000000;2023-01-21 00:00:00.0000000;;Sim;032.972.4240.001-04;MUNICIPIO DE SAO JOSE DO POVO;2021003019
40958;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;003.180.9240.001-05;MUNICIPIO DE ROSARIO OESTE;2021003019
41115;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;000.965.1450.001-27;MUNICIPIO DE COCALINHO;2021003019
41215;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;004.202.2800.001-71;MUNICIPIO DE NOVA NAZARE;2021003019
41536;Sim;7687;2022-09-13 00:00:00.0000000;;;2022-09-13 00:00:00.0000000;2022-09-13 00:00:00.0000000;;Sim;076.977.7680.001-81;MUNICIPIO DE PARANAVAI;2021003019
41537;Sim;7687;2022-09-13 00:00:00.0000000;;;2022-09-13 00:00:00.0000000;2022-09-13 00:00:00.0000000;;Sim;082.827.3530.001-24;MUNICIPIO DE SALTO VELOSO;2021003019
41995;Sim;7687;2022-10-19 00:00:00.0000000;;;2022-10-19 00:00:00.0000000;2022-10-19 00:00:00.0000000;;Sim;004.034.5830.001-22;MUNICIPIO DE RIO BRANCO;2021003019
41999;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;083.102.7490.001-77;MUNICIPIO DE CAMPO ALEGRE;2021003019
42238;Sim;7687;2022-10-19 00:00:00.0000000;;;2022-10-19 00:00:00.0000000;2022-10-19 00:00:00.0000000;;Sim;018.240.1190.001-05;MUNICIPIO DE VARGINHA;2021003019
42239;Sim;7687;2022-10-19 00:00:00.0000000;;;2022-10-19 00:00:00.0000000;2022-10-19 00:00:00.0000000;;Sim;003.155.7510.001-75;MUNICIPIO DE FATIMA DO SUL;2021003019
42240;Sim;7687;2022-10-19 00:00:00.0000000;;;2022-10-19 00:00:00.0000000;2022-10-19 00:00:00.0000000;;Sim;083.754.0440.001-34;MUNICIPIO DE CURITIBANOS;2021003019
42475;Sim;7687;2022-11-07 00:00:00.0000000;;;2022-11-07 00:00:00.0000000;2022-11-07 00:00:00.0000000;;Sim;027.142.0580.001-26;MUNICIPIO DE VITORIA;2021003019
42635;Sim;7687;2022-11-22 00:00:00.0000000;;;2022-11-22 00:00:00.0000000;2022-11-22 00:00:00.0000000;;Sim;018.291.3510.001-64;MUNICIPIO DE DIVINOPOLIS;2021003019
42895;Sim;7687;2022-12-06 00:00:00.0000000;;;2022-12-06 00:00:00.0000000;2022-12-06 00:00:00.0000000;;Sim;082.777.3010.001-90;MUNICIPIO DE LAGES;2021003019
42918;Sim;7687;2022-12-08 00:00:00.0000000;;;2022-12-08 00:00:00.0000000;2022-12-08 00:00:00.0000000;;Sim;087.613.5840.001-59;MUNICIPIO DE IBIRAIARAS;2021003019
43118;Sim;7687;2022-12-16 00:00:00.0000000;;;2022-12-16 00:00:00.0000000;2022-12-16 00:00:00.0000000;;Sim;076.978.8810.001-81;MUNICIPIO DE TERRA RICA;2021003019
43296;Sim;7687;2022-12-26 00:00:00.0000000;;;2022-12-26 00:00:00.0000000;2022-12-26 00:00:00.0000000;;Sim;082.892.3320.001-92;MUNICIPIO DE ANITAPOLIS;2021003019
43555;Sim;7687;2023-01-11 00:00:00.0000000;;;2023-01-11 00:00:00.0000000;2023-01-11 00:00:00.0000000;;Sim;024.772.1620.001-06;MUNICIPIO DE NOVA MUTUM;2021003019
43556;Sim;7687;2023-01-11 00:00:00.0000000;;;2023-01-11 00:00:00.0000000;2023-01-11 00:00:00.0000000;;Sim;064.614.4490.001-22;MUNICIPIO DE TARUMA;2021003019
43575;Sim;7687;2023-01-12 00:00:00.0000000;;;2023-01-12 00:00:00.0000000;2023-01-12 00:00:00.0000000;;Sim;015.023.9140.001-45;MUNICIPIO DE ARAPUTANGA;2021003019
43835;Sim;7687;2023-01-31 00:00:00.0000000;;;2023-01-31 00:00:00.0000000;2023-01-31 00:00:00.0000000;;Sim;024.772.1880.001-54;MUNICIPIO DE MATUPA;2021003019
43836;Sim;7687;2023-02-01 00:00:00.0000000;;;2023-02-01 00:00:00.0000000;2023-02-01 00:00:00.0000000;;Sim;076.244.9610.001-03;MUNICIPIO DE IBIPORA;2021003019
43896;Sim;7687;2023-02-07 00:00:00.0000000;;;2023-02-07 00:00:00.0000000;2023-02-07 00:00:00.0000000;;Sim;009.072.4550.001-97;MUNICIPIO DE PEDRAS DE FOGO;2021003019
44055;Sim;7687;2023-02-17 00:00:00.0000000;;;2023-02-17 00:00:00.0000000;2023-02-17 00:00:00.0000000;;Sim;018.677.5910.001-00;MUNICIPIO DE EXTREMA;2021003019
44056;Sim;7687;2023-02-17 00:00:00.0000000;;;2023-02-17 00:00:00.0000000;2023-02-17 00:00:00.0000000;;Sim;076.950.0880.001-74;MUNICIPIO DE IRETAMA;2021003019
36916;Sim;7687;2021-12-07 00:00:00.0000000;;;2021-12-07 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;014.043.5740.001-51;MUNICIPIO DE FEIRA DE SANTANA;2021003019
36917;Sim;7687;2021-12-07 00:00:00.0000000;;;2021-12-07 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;015.023.9220.001-91;MUNICIPIO DE CANARANA;2021003019
36918;Sim;7687;2021-12-07 00:00:00.0000000;;;2021-12-07 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;078.103.8840.001-05;MUNICIPIO DE NOVA PRATA DO IGUACU;2021003019
36919;Sim;7687;2021-12-07 00:00:00.0000000;;;2021-12-07 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;098.671.5970.001-09;MUNICIPIO DE VERANOPOLIS;2021003019
36955;Sim;7687;2021-12-08 00:00:00.0000000;;;2021-12-08 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;024.772.2870.001-36;MUNICIPIO DE CAMPO NOVO DO PARECIS;2021003019
36956;Sim;7687;2021-12-08 00:00:00.0000000;;;2021-12-08 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;003.238.9040.001-48;MUNICIPIO DE PORTO ESPERIDIAO;2021003019
36957;Sim;7687;2021-12-08 00:00:00.0000000;;;2021-12-08 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;087.711.5030.001-53;MUNICIPIO DE RONDA ALTA;2021003019
36958;Sim;7687;2021-12-08 00:00:00.0000000;;;2021-12-08 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;088.824.0990.001-97;MUNICIPIO DE SANTA VITORIA DO PALMAR;2021003019
36959;Sim;7687;2021-12-08 00:00:00.0000000;;;2021-12-08 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;087.612.8180.001-43;MUNICIPIO DE SANTO CRISTO;2021003019
37255;Sim;7687;2021-12-17 00:00:00.0000000;;;2021-12-17 00:00:00.0000000;2022-02-03 00:00:00.0000000;;Sim;087.843.8190.001-07;MUNICIPIO DE FLORES DA CUNHA;2021003019
38595;Sim;7687;2022-04-11 00:00:00.0000000;;;2022-04-11 00:00:00.0000000;2022-04-11 00:00:00.0000000;;Sim;082.916.8180.001-13;MUNICIPIO DE CRICIUMA;2021003019
40215;Sim;7687;2022-10-19 00:00:00.0000000;;;2022-10-19 00:00:00.0000000;2022-10-19 00:00:00.0000000;;Sim;010.565.0000.001-92;MUNICIPIO DO RECIFE;2021003019
40216;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;003.238.9200.001-30;MUNICIPIO DE NOVA OLIMPIA;2021003019
40217;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;082.892.3160.001-08;MUNICIPIO DE PALHOCA;2021003019
40218;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;003.788.2390.001-66;MUNICIPIO DE TANGARA DA SERRA;2021003019
40219;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;083.102.8300.001-57;MUNICIPIO DE BARRA VELHA;2021003019
40220;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;087.613.4100.001-96;MUNICIPIO DE GETULIO VARGAS;2021003019
40223;Sim;7687;2022-11-08 00:00:00.0000000;;;2022-11-08 00:00:00.0000000;2022-11-08 00:00:00.0000000;;Sim;075.730.9940.001-09;MUNICIPIO DE NOVA ESPERANCA;2021003019
40226;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;076.205.6810.001-96;MUNICIPIO DE RENASCENCA;2021003019
40227;Sim;7687;2022-10-19 00:00:00.0000000;;;2022-10-19 00:00:00.0000000;2022-10-19 00:00:00.0000000;;Sim;063.606.4790.001-24;ESTADO DO ACRE;2021003019
40228;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;083.024.2570.001-00;MUNICIPIO DE CONCORDIA;2021003019
40229;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;044.477.9090.001-00;MUNICIPIO DE MARILIA;2021003019
40230;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;003.239.0430.001-12;MUNICIPIO DE PARANAITA;2021003019
40231;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;003.755.4770.001-75;MUNICIPIO DE MIRASSOL D'OESTE;2021003019
40232;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;075.738.4840.001-70;MUNICIPIO DE IPORA;2021003019
40233;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;001.617.9050.001-78;MUNICIPIO DE CARLINDA;2021003019
40255;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;046.523.0490.001-20;MUNICIPIO DE COTIA;2021003019
40257;Sim;7687;2022-06-30 00:00:00.0000000;;;2022-06-30 00:00:00.0000000;2022-06-30 00:00:00.0000000;;Sim;018.299.4460.001-24;MUNICIPIO DE ITABIRA;2021003019
40278;Sim;7687;2022-07-01 00:00:00.0000000;;;2022-07-01 00:00:00.0000000;2022-07-01 00:00:00.0000000;;Sim;083.102.2280.001-10;MUNICIPIO DE ARAQUARI;2021003019
40339;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;003.507.5220.001-72;MUNICIPIO DE BARRA DO BUGRES;2021003019
40755;Sim;7687;2022-08-02 00:00:00.0000000;;;2022-08-02 00:00:00.0000000;2022-08-02 00:00:00.0000000;;Sim;015.359.2010.001-57;MUNICIPIO DE JUINA;2021003019
41515;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;004.217.6470.001-20;MUNICIPIO DE CURVELANDIA;2021003019
42275;Sim;7687;2022-12-08 00:00:00.0000000;;;2022-12-08 00:00:00.0000000;2022-12-08 00:00:00.0000000;;Sim;045.780.1030.001-50;MUNICIPIO DE JUNDIAI;2021003019
42276;Sim;7687;2022-11-04 00:00:00.0000000;;;2022-11-04 00:00:00.0000000;2022-11-04 00:00:00.0000000;;Sim;045.751.4350.001-06;MUNICIPIO DE PAULINIA;2021003019
42356;Sim;7687;2022-10-28 00:00:00.0000000;;;2022-10-28 00:00:00.0000000;2022-10-28 00:00:00.0000000;;Sim;008.761.1240.001-00;ESTADO DA PARAIBA;2021003019
42795;Sim;7687;2022-11-28 00:00:00.0000000;;;2022-11-28 00:00:00.0000000;2022-11-28 00:00:00.0000000;;Sim;024.651.2000.001-72;MUNICIPIO DE CHAPADAO DO SUL;2021003019
42796;Sim;7687;2022-11-28 00:00:00.0000000;;;2022-11-28 00:00:00.0000000;2022-11-28 00:00:00.0000000;;Sim;003.442.5970.001-12;MUNICIPIO DE MARACAJU;2021003019
42836;Sim;7687;2022-11-29 00:00:00.0000000;;;2022-11-29 00:00:00.0000000;2022-11-29 00:00:00.0000000;;Sim;076.208.8180.001-66;MUNICIPIO DE GUARANIACU;2021003019
42837;Sim;7687;2022-11-29 00:00:00.0000000;;;2022-11-29 00:00:00.0000000;2022-11-29 00:00:00.0000000;;Sim;046.599.8250.001-75;MUNICIPIO DE CARDOSO;2021003019
42838;Sim;7687;2022-11-29 00:00:00.0000000;;;2022-11-29 00:00:00.0000000;2022-11-29 00:00:00.0000000;;Sim;046.362.6610.001-68;MUNICIPIO DE LEME;2021003019
42915;Sim;7687;2022-12-07 00:00:00.0000000;;;2022-12-07 00:00:00.0000000;2022-12-07 00:00:00.0000000;;Sim;029.114.1390.001-48;MUNICIPIO DE SANTO ANTONIO DE PADUA;2021003019
44115;Sim;7687;2023-02-22 00:00:00.0000000;;;2023-02-22 00:00:00.0000000;2023-02-22 00:00:00.0000000;;Sim;003.507.5140.001-26;MUNICIPIO DE NOSSA SENHORA DO LIVRAMENTO;2021003019
44116;Sim;7687;2023-02-22 00:00:00.0000000;;;2023-02-22 00:00:00.0000000;2023-02-22 00:00:00.0000000;;Sim;046.373.4450.001-18;MUNICIPIO DE TAMBAU;2021003019
44240;Sim;7687;2023-03-01 00:00:00.0000000;;;2023-03-01 00:00:00.0000000;2023-03-01 00:00:00.0000000;;Sim;083.074.2940.001-23;MUNICIPIO DE RIO DAS ANTAS;2021003019
44275;Sim;7687;2023-03-03 00:00:00.0000000;;;2023-03-03 00:00:00.0000000;2023-03-03 00:00:00.0000000;;Sim;013.128.7800.001-00;MUNICIPIO DE ARACAJU;2021003019
44296;Sim;7687;2023-03-03 00:00:00.0000000;;;2023-03-03 00:00:00.0000000;2023-03-03 00:00:00.0000000;;Sim;046.523.1220.001-63;MUNICIPIO DE TABOAO DA SERRA;2021003019
44476;Sim;7687;2023-03-20 00:00:00.0000000;;;2023-03-20 00:00:00.0000000;2023-03-20 00:00:00.0000000;;Sim;075.442.7560.001-90;MUNICIPIO DE CAMBARA;2021003019
45015;Sim;7687;2023-04-28 00:00:00.0000000;;;2023-04-28 00:00:00.0000000;2023-04-28 00:00:00.0000000;;Sim;001.065.8460.001-72;MUNICIPIO DE GOIANESIA;2021003019
45016;Sim;7687;2023-04-28 00:00:00.0000000;;;2023-04-28 00:00:00.0000000;2023-04-28 00:00:00.0000000;;Sim;003.155.9260.001-44;MUNICIPIO DE DOURADOS;2021003019
